# term<TAB>score<TAB>source
# generated_at=2026-03-20 15:26:52
# sources=SentiWord_Dict.txt,pos_pol_word.txt,neg_pol_word.txt,obj_unknown_pol_word.txt
가로막아서	-1	knu_scored
가로채서	-1	knu_scored
가로채어	-1	knu_scored
가르치며	1	knu_scored
가르침	1	knu_scored
가르침을 받아	0	knu_scored
가리지 못하다	-1	knu_scored
가리지 않고	0	knu_scored
가마득하다	-1	knu_scored
가만있지 못하고	-1	knu_scored
가망 없는	-1	knu_scored
가망이 없게	-2	knu_scored
가벼운 마음으로	1	knu_scored
가벼운 말이나	-1	knu_scored
가벼운 상처	-1	knu_scored
가벼운 슬픔	-1	knu_scored
가벼운 행동으로	-1	knu_scored
가볍게	-1	knu_scored
가볍게 까부는	-1	knu_scored
가볍게 까불다	-1	knu_scored
가볍게 쑤시듯	-1	knu_scored
가볍게 웃다	1	knu_scored
가볍게 채신없이	-1	knu_scored
가볍게 행동하거나	-1	knu_scored
가볍게 행동하는	-1	knu_scored
가볍게 행동하다	-1	knu_scored
가볍고	1	knu_scored
가볍고 보드랍게	1	knu_scored
가볍고 상쾌하다	2	knu_scored
가볍고 상쾌한	2	knu_scored
가볍고 시원하게	2	knu_scored
가볍고 편안하게	2	knu_scored
가볍고 환하게	2	knu_scored
가분가분	1	knu_scored
가분히	1	knu_scored
가뿐가뿐	1	knu_scored
가뿐가뿐하다	1	knu_scored
가뿐가뿐히	1	knu_scored
가뿐하게	1	knu_scored
가뿐하다	1	knu_scored
가뿐한	1	knu_scored
가뿐한 느낌	1	knu_scored
가뿐한 느낌이	1	knu_scored
가뿐히	1	knu_scored
가쁘게	-1	knu_scored
가쁘게 쉬다	-1	knu_scored
가쁘고	-1	knu_scored
가쁘고 거칠게	-1	knu_scored
가쁘고 급하게	-1	knu_scored
가쁜	-1	knu_scored
가쁜 증상	-1	knu_scored
가살스럽다	-1	knu_scored
가소롭게	-1	knu_scored
가소롭다	-1	knu_scored
가스 중독이나	-1	knu_scored
가슴 아파하다	-2	knu_scored
가슴 아파함	-2	knu_scored
가슴 아프게	-2	knu_scored
가슴 아프고	-2	knu_scored
가슴 아프다	-2	knu_scored
가슴속에 근심이나	-2	knu_scored
가슴앓이	-2	knu_scored
가슴앓이하다	-2	knu_scored
가슴이 갑갑할	-2	knu_scored
가슴이 괴롭거나	-2	knu_scored
가슴이 그득한	-2	knu_scored
가슴이 답답하고	-2	knu_scored
가슴이 답답하다	-2	knu_scored
가슴이 답답하며	-2	knu_scored
가슴이 답답하여	-1	knu_scored
가슴이 답답한	-1	knu_scored
가슴이 답답해진다	-1	knu_scored
가슴이 아프다	-2	knu_scored
가슴이 아픈	-2	knu_scored
가슴이 울렁거리는	-2	knu_scored
가슴이 울렁거리다	-2	knu_scored
가슴이 찢어질	-2	knu_scored
가습이 답답하고	-1	knu_scored
가엽다	-1	knu_scored
가엾게	-1	knu_scored
가엾게 여겨	-1	knu_scored
가엾게 여기다	-1	knu_scored
가엾고	-1	knu_scored
가엾고 불쌍하다	-2	knu_scored
가엾고 불쌍하여	-2	knu_scored
가엾고 불쌍한	-2	knu_scored
가엾고 불쌍함	-2	knu_scored
가엾고 애처롭다	-2	knu_scored
가엾다	-1	knu_scored
가운데에서 뛰어남	2	knu_scored
가위눌리다	-1	knu_scored
가음 아프고	-2	knu_scored
가장 거룩한	2	knu_scored
가장 뛰어나	2	knu_scored
가장 뛰어난	2	knu_scored
가장 올바르게	2	knu_scored
가장 좋은	2	knu_scored
가장 중요한	1	knu_scored
가증맞다	-1	knu_scored
가증스럽다	-1	knu_scored
가지런하게 하는	1	knu_scored
가지런하게 하다	1	knu_scored
가지런하다	1	knu_scored
가지런하지 아니하다	-1	knu_scored
가지런하지 아니한	-1	knu_scored
가짜	-2	knu_scored
가책이 되어	-1	knu_scored
가치	1	knu_scored
가치 없는	-2	knu_scored
가치 있는	2	knu_scored
가치 있다	2	knu_scored
가치가	1	knu_scored
가치가 없다	-2	knu_scored
가치가 없을	-2	knu_scored
가치가 없이	-2	knu_scored
가치가 있다	2	knu_scored
가치를 믿다	2	knu_scored
가치를 인정하다	2	knu_scored
가치보다 비싼	-1	knu_scored
가치없는	-2	knu_scored
가치있는	1	knu_scored
가치작거리는	-1	knu_scored
가치작거리는 모양	-1	knu_scored
가치작거리는 소리	-1	knu_scored
가탈스럽다	-1	knu_scored
가혹하게	-2	knu_scored
가혹하게 착취하여	-2	knu_scored
각근하지 못하여	-1	knu_scored
각별나다	1	knu_scored
각별하다	1	knu_scored
간 장애	-2	knu_scored
간 질환의	-1	knu_scored
간드러진	2	knu_scored
간드러진 느낌이	2	knu_scored
간사스럽게	-1	knu_scored
간사스럽게 행동하는	-1	knu_scored
간사스럽게 행동하다	-1	knu_scored
간사하고	-1	knu_scored
간사하다	-1	knu_scored
간사한	-1	knu_scored
간사한 사람이나	-1	knu_scored
간사한 짓을	-2	knu_scored
간섭받고	-1	knu_scored
간섭하거나	-1	knu_scored
간섭하거나 방해하여	-1	knu_scored
간섭하고	-1	knu_scored
간섭하다	-1	knu_scored
간섭하여	-1	knu_scored
간신히 짜내는	-1	knu_scored
간절하다	2	knu_scored
간지러워서	-1	knu_scored
간지럽게	-1	knu_scored
간지럽고	-1	knu_scored
간지럽고 자릿한	-1	knu_scored
간직하다	1	knu_scored
간직하지 아니하고	-1	knu_scored
간질	-1	knu_scored
간질간질하다	-1	knu_scored
간질간질한	-1	knu_scored
간질간질한 느낌	-1	knu_scored
간편하거나	2	knu_scored
간편하다	2	knu_scored
갈강병균이	-1	knu_scored
갈등	-1	neg_list
갈라서다	-1	knu_scored
갈라지는 피부병	-1	knu_scored
갈색굳음병	-1	knu_scored
갈증이 나고	-1	knu_scored
갈증이 심하게	-1	knu_scored
갈팡질팡	-1	knu_scored
갈팡질팡하다	-1	knu_scored
갈팡질팡하며	-1	knu_scored
갈피를 잡을 수 없다	-1	knu_scored
갈피를 잡지 못하고	-1	knu_scored
갈피를 잡지 못하고 이리저리 헤매는 모양	-1	knu_scored
갈피를 잡지 못하는	-1	knu_scored
갈피를 잡지 못하다	-1	knu_scored
감각이 둔하고	-1	knu_scored
감각이 마비되고	-1	knu_scored
감각적이다	1	knu_scored
감감히	-1	knu_scored
감개무량하다	2	knu_scored
감격	2	knu_scored
감격성	2	knu_scored
감격스럽다	2	knu_scored
감격스레	2	knu_scored
감격이	2	knu_scored
감격적	2	knu_scored
감격하다	2	knu_scored
감격하여	2	knu_scored
감금하여	-2	knu_scored
감기	-1	knu_scored
감기가	-1	knu_scored
감기가 들어	-1	knu_scored
감기나	-1	knu_scored
감기나 천식	-1	knu_scored
감기로	-1	knu_scored
감기로 인하여	-1	knu_scored
감당하다	1	knu_scored
감동	2	knu_scored
감동시킬	1	knu_scored
감동시킬 만한	1	knu_scored
감동을 받아	2	knu_scored
감동을 일으킬	2	knu_scored
감동을 주거나	2	knu_scored
감동이	2	knu_scored
감동이 되는	2	knu_scored
감동이나	2	knu_scored
감동이나 고마움을	2	knu_scored
감동하는	2	knu_scored
감동하다	2	knu_scored
감동하여	2	knu_scored
감동함	2	knu_scored
감명되다	2	knu_scored
감명적	2	knu_scored
감명하다	2	knu_scored
감모	1	knu_scored
감미롭다	2	knu_scored
감병	-1	knu_scored
감복하다	2	knu_scored
감복하여	2	knu_scored
감사	2	knu_scored
감사를 표하다	2	knu_scored
감사하는	2	knu_scored
감사하는 마음으로	2	knu_scored
감사하다	2	knu_scored
감싸고	1	knu_scored
감싸고 달래다	0	knu_scored
감옥	-1	knu_scored
감옥에	-1	knu_scored
감정 사납게	-1	knu_scored
감정을 건드려	-1	knu_scored
감정의 불화	-2	knu_scored
감정이 거칠어져	-1	knu_scored
감정이 북받쳐	1	knu_scored
감질나다	-1	knu_scored
감칠맛이 있을	2	knu_scored
감탄	2	knu_scored
감탄스러울	2	knu_scored
감탄스러울 때	2	knu_scored
감탄스럽다	2	knu_scored
감탄적으로	2	knu_scored
감탄하다	2	knu_scored
감탄할	2	knu_scored
감탄할 때	2	knu_scored
감회가 새롭거나	2	knu_scored
감회에 젖음	2	knu_scored
갑갑궁금하다	-1	knu_scored
갑갑하고 궁금하다	-1	knu_scored
갑갑하다	-1	knu_scored
갑갑한	-1	knu_scored
갑갑한 증상	-1	knu_scored
갑갑할	-1	knu_scored
갑갑할 정도로	-1	knu_scored
갑분띠	-1	knu_scored
갑분싸	-1	knu_scored
갑자기 게우는	-1	knu_scored
갑자기 놀라거나	-1	knu_scored
갑자기 놀라서	-1	knu_scored
갑자기 무섭거나	-1	knu_scored
갑자기 분별없이	-1	knu_scored
갑자기 서늘한	-1	knu_scored
갑자기 서늘한서늘한 느낌이	-1	knu_scored
갑자기 성을	-1	knu_scored
갑자기 소란스럽게	-1	knu_scored
갑자기 소름이	-1	knu_scored
갑자기 어지러워	-1	knu_scored
갑작스러워 두렵거나	-1	knu_scored
갑작스럽게 화를	-1	knu_scored
값을 매길 수 없을 만큼	2	knu_scored
값진	2	knu_scored
강간죄	-2	knu_scored
강개무량	-2	knu_scored
강개무량하다	-2	knu_scored
강구하다	0	knu_scored
강도가	-1	knu_scored
강등하여	-1	knu_scored
강렬하게	1	knu_scored
강박	-1	knu_scored
강박하여	-1	knu_scored
강세	1	knu_scored
강인하다	1	knu_scored
강인한	2	knu_scored
강제로	-1	knu_scored
강제로 누르는	-1	knu_scored
강제로 누르다	-2	knu_scored
강제로 누름	-2	knu_scored
강제로 빼앗는	-1	knu_scored
강제로 빼앗다	-1	knu_scored
강제로 빼앗아	-2	knu_scored
강제로 빼앗음	-1	knu_scored
강제로 요구하다	-1	knu_scored
강제적으로	-2	knu_scored
강추	2	knu_scored
강탈	-2	knu_scored
강탈하다	-2	knu_scored
강퇴	-1	knu_scored
강하게	1	knu_scored
강하게 만들다	2	knu_scored
강하게 하다	1	knu_scored
강하고	1	knu_scored
강하고 야무지게	2	knu_scored
강하고 야무지다	2	knu_scored
강하고 튼튼하게	2	knu_scored
강하다	1	knu_scored
강한 비판이나	-2	knu_scored
강한 충격을	-1	knu_scored
강화하다	1	knu_scored
갖지 아니하게	-1	knu_scored
갖추다	1	knu_scored
갖추지 못한	-1	knu_scored
같잖다	-1	knu_scored
같잖아서	-1	knu_scored
같잖아서 우스운	-1	knu_scored
같잖은	-1	knu_scored
같잖은 꼴로	-1	knu_scored
갚지 않다	-1	knu_scored
개가 무섭거나	-1	knu_scored
개가 아프거나	-1	knu_scored
개새끼	-2	knu_scored
개선	2	knu_scored
개선 방도를	2	knu_scored
개선하고	1	knu_scored
개선하다	2	knu_scored
개선함	2	knu_scored
개성	1	knu_scored
개성있는	1	knu_scored
개성있다	1	knu_scored
개썅년	-2	knu_scored
개운치 않거나	-1	knu_scored
개운하게	2	knu_scored
개운하고	2	knu_scored
개운하고 시원한	2	knu_scored
개운하고 홀가분해지다	2	knu_scored
개운하다	2	knu_scored
개운하지 않고	-1	knu_scored
개으름을	-1	knu_scored
개이득	2	knu_scored
개자식	-2	knu_scored
개짓하다	-2	knu_scored
개회하다	0	knu_scored
갠소	1	knu_scored
갸륵한	1	knu_scored
갸륵한 데가	1	knu_scored
갸름하다	1	knu_scored
거꾸러뜨리다	-1	knu_scored
거꾸로 넘어지거나	-1	knu_scored
거두지 못한	-1	knu_scored
거드럭거드럭	-1	knu_scored
거드럭거리다	-1	knu_scored
거들먹거들먹	-1	knu_scored
거들먹거들먹하다	-1	knu_scored
거들먹거리다	-1	knu_scored
거들먹대다	-1	knu_scored
거들먹이다	-1	knu_scored
거듭 따뜻이	2	knu_scored
거듭 죄를	-1	knu_scored
거뜬하다	2	knu_scored
거래가 금지된	-1	knu_scored
거룩한	2	knu_scored
거룩한 모습	2	knu_scored
거룩한 사람	2	knu_scored
거리끼어	-1	knu_scored
거리낌 없이	1	knu_scored
거만스럽게	-2	knu_scored
거만을	-2	knu_scored
거만을 떠는	-2	knu_scored
거만을 떨다	-2	knu_scored
거만하게	-2	knu_scored
거만하게 행동하는	-2	knu_scored
거만하게 행동하다	-2	knu_scored
거만하고	-2	knu_scored
거만하다	-2	knu_scored
거만한	-1	knu_scored
거만한 태도로	-2	knu_scored
거무스름한 피고름이	-1	knu_scored
거볍게 까부는	-1	knu_scored
거볍게 성을	-1	knu_scored
거볍게 채신없이	-1	knu_scored
거볍게 행동하거나	-1	knu_scored
거볍게 행동하는	-1	knu_scored
거볍게 행동하다	-1	knu_scored
거볍고 온화하게	2	knu_scored
거부감	-2	knu_scored
거부감 없이	2	knu_scored
거부하거나	-2	knu_scored
거부하다	-1	knu_scored
거북스럽게	-2	knu_scored
거북스럽게 저는	-2	knu_scored
거북스럽게 절다	-2	knu_scored
거북하거나	-2	knu_scored
거북하거나 괴로움	-2	knu_scored
거북하거나 괴롭다	-2	knu_scored
거북하거나 더럽고	-2	knu_scored
거북하게	-2	knu_scored
거북하고	-2	knu_scored
거북하고 불편한	-2	knu_scored
거북하고 주체스럽게	-2	knu_scored
거북하다	-2	knu_scored
거북한	-2	knu_scored
거북한 모양	-2	knu_scored
거북한 상태로	-2	knu_scored
거북한 소리가	-2	knu_scored
거북할	-2	knu_scored
거북할 만큼	-2	knu_scored
거세고	-1	knu_scored
거세고 급하다	-1	knu_scored
거슬려	-1	knu_scored
거슬려 불쾌하다	-2	knu_scored
거슬리거나	-1	knu_scored
거슬리거나 마음이	-1	knu_scored
거슬리게	-1	knu_scored
거슬리게 싫다	-1	knu_scored
거슬리는	-1	knu_scored
거슬리는 느낌이	-1	knu_scored
거슬리다	-1	knu_scored
거슬림이 없이	2	knu_scored
거역하다	-1	knu_scored
거역함	-1	knu_scored
거의 없다	-1	knu_scored
거절하거나	-2	knu_scored
거절하거나 싫다는	-2	knu_scored
거절하다	-2	knu_scored
거짓	-2	knu_scored
거짓 없다	1	knu_scored
거짓말	-2	knu_scored
거짓말을	-1	knu_scored
거짓없다	1	knu_scored
거짓으로	-1	knu_scored
거짓으로 감정이나	-1	knu_scored
거짓으로 꾸며서	-1	knu_scored
거짓으로 꾸미는	-1	knu_scored
거짓으로 꾸미다	-1	knu_scored
거짓으로 꾸민	-1	knu_scored
거짓으로 속이다	-1	knu_scored
거짓으로 속임	-1	knu_scored
거짓을 버리고	2	knu_scored
거짓이 없고	2	knu_scored
거짓이 없다	2	knu_scored
거짓이 없이	2	knu_scored
거짓이나	-1	knu_scored
거추장스러워서	-1	knu_scored
거추장스러워서 거슬리거나	-1	knu_scored
거추장스럽거나	-1	knu_scored
거추장스럽거나 성가시어	-1	knu_scored
거추장스럽게	-1	knu_scored
거추장스럽게 걸리거나	-1	knu_scored
거추장스럽다	-1	knu_scored
거추장스레	-1	knu_scored
거치적거리는	-1	knu_scored
거치적거리는 소리	-1	knu_scored
거치적거치적	-1	knu_scored
거치적거치적하다	-1	knu_scored
거친	-2	knu_scored
거친 데가	-2	knu_scored
거친 말로	-2	knu_scored
거친 모양	-2	knu_scored
거친 목소리로	-2	knu_scored
거친 성질이나	-2	knu_scored
거친 소리가	-2	knu_scored
거칠거나 사납게	-2	knu_scored
거칠게	-2	knu_scored
거칠게 나는	-2	knu_scored
거칠게 된	-1	knu_scored
거칠게 말다툼하다	-2	knu_scored
거칠게 말함	-2	knu_scored
거칠게 몰아쉬는	-2	knu_scored
거칠게 몰아쉬다	-2	knu_scored
거칠게 소리가	-2	knu_scored
거칠게 쉬는	-2	knu_scored
거칠게 울려	-2	knu_scored
거칠게 일다	-2	knu_scored
거칠게 잇따라	-2	knu_scored
거칠게 행동하는	-1	knu_scored
거칠게 행동하다	-2	knu_scored
거칠고	-2	knu_scored
거칠고 가쁘게	-2	knu_scored
거칠고 격한	-2	knu_scored
거칠고 깔끄럽게	-2	knu_scored
거칠고 껄끄럽게	-2	knu_scored
거칠고 나쁘다	-2	knu_scored
거칠고 무뚝뚝하다	-2	knu_scored
거칠고 사나우며	-2	knu_scored
거칠고 세차다	-2	knu_scored
거칠고 심하다	-2	knu_scored
거칠고 험하게	-2	knu_scored
거칠고 험한	-2	knu_scored
거칠다	-2	knu_scored
거칠면서	-2	knu_scored
거칠면서 가쁘고	-2	knu_scored
거칠어져	-2	knu_scored
거침새가 없고	2	knu_scored
거침없이	1	knu_scored
거침이 없는	1	knu_scored
걱정	-2	knu_scored
걱정 같은	-1	knu_scored
걱정 따위로	-1	knu_scored
걱정 없이	2	knu_scored
걱정거리	-1	knu_scored
걱정과	-1	knu_scored
걱정과 근심	-1	knu_scored
걱정되거나	-1	knu_scored
걱정스러워서	-1	knu_scored
걱정스럽거나	-1	knu_scored
걱정스럽거나 조바심이	-1	knu_scored
걱정스럽다	-1	knu_scored
걱정으로	-1	knu_scored
걱정을	-1	knu_scored
걱정이	-1	knu_scored
걱정이 되거나	-1	knu_scored
걱정이 되는	-1	knu_scored
걱정이 되어	-1	knu_scored
걱정이 없고	2	knu_scored
걱정이 없는	1	knu_scored
걱정이나	-1	knu_scored
걱정이나 근심	-1	knu_scored
걱정이나 근심에	-1	knu_scored
걱정이나 언짢은	-2	knu_scored
걱정인 해를	-1	knu_scored
걱정하기는	-1	knu_scored
걱정하기는 하나	-1	knu_scored
걱정하는	-1	knu_scored
걱정하는 게	-1	knu_scored
걱정하다	-1	knu_scored
건강에 긍정적인	1	knu_scored
건강에 좋은	2	knu_scored
건강에 해로운	-2	knu_scored
건강하고	2	knu_scored
건강하고 온전하다	2	knu_scored
건강하고 온전한	2	knu_scored
건강하다	2	knu_scored
건강하여	2	knu_scored
건강하여 아름다운	2	knu_scored
건강하지 못하다	-1	knu_scored
건강한	2	knu_scored
건달처럼	-1	knu_scored
건둥건둥	1	knu_scored
건둥건둥하다	1	knu_scored
건둥반둥하다	-1	knu_scored
건드려 귀찮게	-1	knu_scored
건들거리고	-1	knu_scored
건들거리고 벙글거리며	-1	knu_scored
건들건들	-1	knu_scored
건들건들 지내다	-1	knu_scored
건들대다	-1	knu_scored
건망증이	-1	knu_scored
건망증이 심하며	-1	knu_scored
건방져	-2	knu_scored
건방지게	-2	knu_scored
건방지게 행동하다	-2	knu_scored
건방지네	-2	knu_scored
건방지다	-2	knu_scored
건방지며	-2	knu_scored
건방진	-1	knu_scored
건방짐	-2	knu_scored
건성 기침	-1	knu_scored
건성으로	-1	knu_scored
건성으로 묻다	-1	knu_scored
건장하다	2	knu_scored
건장한	2	knu_scored
건장한 모양	2	knu_scored
건전하고	2	knu_scored
건전하고 착실한	2	knu_scored
건전하지 못하고	-1	knu_scored
건전하지 못한	-1	knu_scored
건전하지 아니하게	-1	knu_scored
건전한	2	knu_scored
건전함	2	knu_scored
건정히	2	knu_scored
걷지 못하고	-1	knu_scored
걷지 못하는	-1	knu_scored
걸리거나	-1	knu_scored
걸리거나 막히는	-1	knu_scored
걸리다	-1	knu_scored
걸리적대다	-1	knu_scored
걸핏하면	-1	knu_scored
검사에 불합격한	-2	knu_scored
검소하다	1	knu_scored
검소한	2	knu_scored
검은 티끌이라는	-1	knu_scored
검질기게 구는	-1	knu_scored
검질기게 굴다	-1	knu_scored
겁	-1	knu_scored
겁나게	-1	knu_scored
겁나게 하기	-1	knu_scored
겁나다	-1	knu_scored
겁내다	-1	knu_scored
겁에	-1	knu_scored
겁에 지리다	-2	knu_scored
겁에 질려	-2	knu_scored
겁에 질려서	-2	knu_scored
겁에 질리거나	-2	knu_scored
겁을	-1	knu_scored
겁을 내거나	-1	knu_scored
겁을 내다	-1	knu_scored
겁을 먹거나	-1	knu_scored
겁을 먹어	-1	knu_scored
겁을 주며	-1	knu_scored
겁이 나거나	-1	knu_scored
겁이 나서	-1	knu_scored
겁이 많고	-2	knu_scored
겁이 많다	-2	knu_scored
겁이 많아	-2	knu_scored
겁이 많은	-2	knu_scored
겁이 많음	-2	knu_scored
겁자기 부서지거나	-1	knu_scored
겁쟁이	-2	knu_scored
것같이 아프다	-1	knu_scored
것보다 낫다	2	knu_scored
것을 샘하여	-1	knu_scored
것을 짓밟다	-1	knu_scored
것이 거북하거나	-1	knu_scored
것이 깨끗하고	2	knu_scored
것이 해결되어	2	knu_scored
겉만 그럴듯한	-1	knu_scored
겉면이 매끄럽고	1	knu_scored
겉모양의 아름다움과	1	knu_scored
겉치레	-1	knu_scored
게걸스럽게	-2	knu_scored
게걸스럽게 돌아다니는	-2	knu_scored
게걸스럽게 돌아다니다	-2	knu_scored
게우는	-1	knu_scored
게우는 소리	-1	knu_scored
게우는 소리가	-1	knu_scored
게울	-1	knu_scored
게울 듯이	-1	knu_scored
게워	-1	knu_scored
게워 내는	-1	knu_scored
게워 내다	-1	knu_scored
게으르거나	-1	knu_scored
게으르게	-1	knu_scored
게으르게 놀며	-1	knu_scored
게으르게 행동하는	-1	knu_scored
게으르게 행동하다	-1	knu_scored
게으르고	-1	knu_scored
게으르다	-1	knu_scored
게으름	-1	knu_scored
게으름을	-1	knu_scored
게으름을 피우며	-1	knu_scored
게으름이	-1	knu_scored
게으름이 나는	-1	knu_scored
게으름이나	-1	knu_scored
게으름이나 싫증	-1	knu_scored
게을러빠지다	-2	knu_scored
게을러터지다	-2	knu_scored
게을리하지 않고	2	knu_scored
겐트위한	-1	knu_scored
겨를이 없음	-1	knu_scored
겨우 빠듯하게	-1	knu_scored
겨우겨우	-1	knu_scored
겨우겨우 살기를	-1	knu_scored
겨운	-1	knu_scored
겨운 일에	-1	knu_scored
격노	-2	knu_scored
격노하다	-2	knu_scored
격동시키다	0	knu_scored
격려되다	1	knu_scored
격려하다	1	knu_scored
격분	-2	knu_scored
격분하다	-2	knu_scored
격식에 맞아	1	knu_scored
격식을 갖추지 않고	-1	knu_scored
격에 어울리지	-1	knu_scored
격하게	-2	knu_scored
격하게 되다	-2	knu_scored
격하다	0	knu_scored
격하시키다	-2	knu_scored
격한	-2	knu_scored
격한 감정이	-2	knu_scored
격한 기운이	-2	knu_scored
격한 느낌이	-2	knu_scored
겪거나 불쌍한	-1	knu_scored
견고하다	1	knu_scored
견디기 어렵게	-2	knu_scored
견디기가 어려울	-2	knu_scored
견디어 내다	1	knu_scored
견딜 수 없는	-2	knu_scored
견줄 수 없을 정도로	1	knu_scored
결기가	-1	knu_scored
결기가 나다	-1	knu_scored
결단성 없다	-1	knu_scored
결단성 없이	-1	knu_scored
결단성이 없고	-1	knu_scored
결단성이 없다	-1	knu_scored
결단을 못 내리는	-1	knu_scored
결딴날	-2	knu_scored
결딴날 듯이	-2	knu_scored
결막염	-1	knu_scored
결석	-2	knu_scored
결석하다	-2	knu_scored
결심 없이	-1	knu_scored
결점	-1	knu_scored
결점이 없도록	1	knu_scored
결정을 못하고	-1	knu_scored
결정하지 못하고	-1	knu_scored
결정하지 못하는	-1	knu_scored
결정하지 못하다	-1	knu_scored
결정하지 못함	-1	knu_scored
결핍	-2	knu_scored
결핍증	-2	knu_scored
결함	-1	knu_scored
결함을	-1	knu_scored
결함을 드러내어	-1	knu_scored
결함을 들추어	-1	knu_scored
결함을 풍자하였다	-1	knu_scored
결함이 없이	2	knu_scored
결함이 있다	-1	knu_scored
결함이나	-1	knu_scored
결함이나 잘못	-1	knu_scored
결함이나 잘못에	-1	knu_scored
결핵	-1	knu_scored
겸손하게	1	knu_scored
겸손하게 이르는	1	knu_scored
겸손하고	1	knu_scored
겸손하고 예의	2	knu_scored
겸손하고 예의 바른	2	knu_scored
겸손하다	2	knu_scored
겸손한	2	knu_scored
겸연쩍고	-1	knu_scored
겸연쩍다	-1	knu_scored
겹거나	-2	knu_scored
겹게	-2	knu_scored
겹게 여기다	-2	knu_scored
경건하다	2	knu_scored
경건한	1	knu_scored
경련	-1	knu_scored
경련을 일으키다	-2	knu_scored
경련이	-1	knu_scored
경련이 일어나	-2	knu_scored
경망스러우며	-1	knu_scored
경망스러우며 추잡하다	-2	knu_scored
경망스러운	-1	knu_scored
경망스러운 여자를	-1	knu_scored
경망스럽게	-1	knu_scored
경망스럽게 까부는	-1	knu_scored
경망스럽게 내어	-1	knu_scored
경망스럽게 내흔들거나	-2	knu_scored
경망스럽게 놀려	-1	knu_scored
경망스럽게 덤비며	-1	knu_scored
경망스럽게 떠벌리는	-1	knu_scored
경망스럽게 이리저리	-1	knu_scored
경망스럽게 추켰다	-1	knu_scored
경망스럽게 행동하는	-1	knu_scored
